county,fact,fact_label,verdict,matched_text,why,pages_captured
titus,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
titus,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
tom_green,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
tom_green,election_date,Next election date,Matches expected,"[early_voting] November 03, 2026 Voting Hours and Polling Places (PDF)","(2026, 11, 3)",5
tom_green,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
tom_green,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
travis,polling_hours,Polling hours,Matches expected,"[polling] Tuesday, May 26, 2026 (7am-7pm)",parsed 7:00-19:00,4
travis,election_date,Next election date,Matches expected,"[polling] Tuesday, November 3, 2026","(2026, 11, 3)",4
travis,registration_deadline,Registration deadline,Matches expected,"[polling] Last Day to Register to Vote: Monday, October 5, 2026","(2026, 10, 5)",4
travis,early_voting_window,Early voting window,Matches expected,"[polling] Early Voting Starts: Monday, October 19, 2026","(2026, 10, 19)..(2026, 10, 30)",4
trinity,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
trinity,election_date,Next election date,Never states it,,no election-day date found in election context,3
trinity,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
trinity,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
tyler,polling_hours,Polling hours,Matches expected,[early_voting] 7:00AM to 7:00PM,parsed 7:00-19:00,4
tyler,election_date,Next election date,Matches expected,"[early_voting] NOVEMBER 3, 2026","(2026, 11, 3)",4
tyler,registration_deadline,Registration deadline,Matches expected,"[early_voting] Monday, October 5, 2026","(2026, 10, 5)",4
tyler,early_voting_window,Early voting window,Matches expected,"[early_voting] Monday, October 19, 2026","(2026, 10, 19)..(2026, 10, 30)",4
upshur,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
upshur,election_date,Next election date,Shows only a past election,[elections] May 26 2026 Republican Primary Runoff Sample Ballot.pdf,"latest date stated is (2026, 5, 26), already past",3
upshur,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
upshur,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
upton,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
upton,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",2
upton,registration_deadline,Registration deadline,Matches expected,"[elections] Last Day to Register to Vote – Monday, October 5, 2026","(2026, 10, 5)",2
upton,early_voting_window,Early voting window,Matches expected,"[elections] First Day of Early Voting – Monday, October 19, 2026","(2026, 10, 19)..(2026, 10, 30)",2
uvalde,polling_hours,Polling hours,Matches expected,"[elections] Election Day Voting is Tuesday, November 3, 7 AM - 7 PM",parsed 7:00-19:00,5
uvalde,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",5
uvalde,registration_deadline,Registration deadline,Matches expected,"[elections] Last Day to Register to Vote or make a change of address effective: Monday, October 5, 2026","(2026, 10, 5)",5
uvalde,early_voting_window,Early voting window,Matches expected,"[elections] 9 AM to 6 PM, Monday-Friday, October 19-23","(2026, 10, 19)..(2026, 10, 30)",5
val_verde,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,4
val_verde,election_date,Next election date,Matches expected,"[elections] Order of General Election - Tuesday, November 3, 2026","(2026, 11, 3)",4
val_verde,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
val_verde,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
van_zandt,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
van_zandt,election_date,Next election date,Shows only a past election,[elections] May 26 2026 Runoff Elections,"latest date stated is (2026, 5, 26), already past",2
van_zandt,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
van_zandt,early_voting_window,Early voting window,Matches expected,"[elections] Voting will take place October 19th – October 30th.  For voting times, please see the information below in the","(2026, 10, 19)..(2026, 10, 30)",2
victoria,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
victoria,election_date,Next election date,Matches expected,"[early_voting] Tuesday, November 3, 2026 - General Election","(2026, 11, 3)",5
victoria,registration_deadline,Registration deadline,Matches expected,"[early_voting] Monday, October 5, 2026","(2026, 10, 5)",5
victoria,early_voting_window,Early voting window,Matches expected,"[early_voting] Monday, October 19, 2026","(2026, 10, 19)..(2026, 10, 30)",5
walker,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
walker,election_date,Next election date,Never states it,,no election-day date found in election context,2
walker,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
walker,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
waller,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
waller,election_date,Next election date,Never states it,,no election-day date found in election context,3
waller,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
waller,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
ward,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
ward,election_date,Next election date,Matches expected,"[elections] ORDER OF ELECTION NOVEMBER 3, 2026","(2026, 11, 3)",2
ward,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
ward,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
washington,polling_hours,Polling hours,Matches expected,[early_voting] 7:00 a.m. to 7:00 p.m.,parsed 7:00-19:00,4
washington,election_date,Next election date,Matches expected,"[early_voting] November 3, 2026","(2026, 11, 3)",4
washington,registration_deadline,Registration deadline,Shows only a past election,[early_voting] First day to apply for a ballot by mail using Application for a Ballot by Mail (ABBM) or Federal Postcard Appl,"latest date stated is (2026, 5, 26), already past",4
washington,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
webb,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
webb,election_date,Next election date,Never states it,,no election-day date found in election context,5
webb,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
webb,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
wharton,polling_hours,Polling hours,Matches expected,[polling] 7:00 a.m. to 7:00 p.m.,parsed 7:00-19:00,4
wharton,election_date,Next election date,Shows only a past election,"[results] May 26, 2026  Joint Primary Runoff","latest date stated is (2026, 5, 26), already past",4
wharton,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
wharton,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
wheeler,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
wheeler,election_date,Next election date,Never states it,,no election-day date found in election context,2
wheeler,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
wheeler,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
wichita,polling_hours,Polling hours,Matches expected,"[elections] November 3, 2026, 7:00am-7:00pm",parsed 7:00-19:00,3
wichita,election_date,Next election date,Matches expected,"[elections] November 3, 2026, 7:00am-7:00pm","(2026, 11, 3)",3
wichita,registration_deadline,Registration deadline,Matches expected,"[elections] October 5, 2026","(2026, 10, 5)",3
wichita,early_voting_window,Early voting window,Matches expected,[elections] October 19th-October 30th (Times Vary),"(2026, 10, 19)..(2026, 10, 30)",3
wilbarger,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
wilbarger,election_date,Next election date,Never states it,,no election-day date found in election context,2
wilbarger,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
wilbarger,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
willacy,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
willacy,election_date,Next election date,Shows only a past election,"[elections] Early Voting Friday May 22, 2026 People Who Voted Democrat","latest date stated is (2026, 5, 22), already past",2
willacy,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
willacy,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
williamson,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,4
williamson,election_date,Next election date,Matches expected,"[elections] November 3, 2026 - Joint General & Special Elections","(2026, 11, 3)",4
williamson,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5, 2026","(2026, 10, 5)",4
williamson,early_voting_window,Early voting window,Matches expected,"[elections] Monday, October 19, 2026 - Friday, October 30, 2026","(2026, 10, 19)..(2026, 10, 30)",4
wilson,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
wilson,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",2
wilson,registration_deadline,Registration deadline,Matches expected,[elections] 10/05/2026,"(2026, 10, 5)",2
wilson,early_voting_window,Early voting window,Matches expected,[elections] 10/19/2026:,"(2026, 10, 19)..(2026, 10, 30)",2
winkler,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
winkler,election_date,Next election date,Never states it,,no election-day date found in election context,2
winkler,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
winkler,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
wise,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
wise,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026 GENERAL & SPECIAL ELECTION","(2026, 11, 3)",3
wise,registration_deadline,Registration deadline,Matches expected,"[elections] , October 5,","(2026, 10, 5)",3
wise,early_voting_window,Early voting window,Matches expected,"[elections] Early Voting: Monday-Friday, October 19-23, 2026 8a-5p;                      Saturday, October 24, 2026 7a-7p;","(2026, 10, 19)..(2026, 10, 30)",3
wood,polling_hours,Polling hours,Matches expected,[polling] ELECTION DAY HOURS – 7:00 AM – 7:00 PM,parsed 7:00-19:00,5
wood,election_date,Next election date,Matches expected,"[early_voting] Early Voting for the November 03, 2026, General Elections","(2026, 11, 3)",5
wood,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
wood,early_voting_window,Early voting window,States something else,[early_voting] Public Notice 9.9.26,"states [(2026, 10, 19), (2026, 10, 23)], expected (2026, 10, 19)..(2026, 10, 30)",5
yoakum,polling_hours,Polling hours,Matches expected,"[elections] Monday, May 18, 2026- Friday, May 22, 2026     7am-7pm",parsed 7:00-19:00,2
yoakum,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",2
yoakum,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
yoakum,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
young,polling_hours,Polling hours,Matches expected,[elections] 7am - 7pm,parsed 7:00-19:00,2
young,election_date,Next election date,Shows only a past election,[elections] Public Notice of LAT of Pollbook - 04/08/2026,"latest date stated is (2026, 4, 8), already past",2
young,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
young,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
zapata,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
zapata,election_date,Next election date,Shows only a past election,"[elections] Tuesday, May 26, 2026","latest date stated is (2026, 5, 26), already past",3
zapata,registration_deadline,Registration deadline,Shows only a past election,"[elections] 200 E. 7th Ave,""Bldg B"", Zapata, TX","latest date stated is (2026, 5, 26), already past",3
zapata,early_voting_window,Early voting window,Shows only a past election,"[elections] Early Voting - General Primary Election - March 3, 2026","latest window stated is [(2026, 3, 3), (2026, 2, 17)], already past",3
zavala,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
zavala,election_date,Next election date,Never states it,,no election-day date found in election context,3
zavala,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
zavala,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
